model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,file_name
JEEP Cherokee Trailhawk,2.4,4,Auto-9,4WD,Gasoline,CA,small SUV,1.0,19.0,25.0,22.0,4,No,18
JEEP Cherokee Trailhawk,2.4,4,Auto-9,4WD,Gasoline,FA,small SUV,1.0,19.0,25.0,22.0,4,No,18
JEEP Cherokee Trailhawk,3.2,6,Auto-9,4WD,Gasoline,CA,small SUV,3.0,18.0,24.0,21.0,4,No,18
JEEP Cherokee Trailhawk,3.2,6,Auto-9,4WD,Gasoline,FA,small SUV,3.0,18.0,24.0,21.0,4,No,18
JEEP Compass,2.4,4,Auto-6,2WD,Gasoline,CA,small SUV,7.0,22.0,31.0,25.0,5,No,18
JEEP Compass,2.4,4,Auto-6,2WD,Gasoline,FA,small SUV,7.0,22.0,31.0,25.0,5,No,18
JEEP Compass,2.4,4,Auto-9,4WD,Gasoline,CA,small SUV,7.0,22.0,30.0,25.0,5,No,18
JEEP Compass,2.4,4,Auto-9,4WD,Gasoline,FA,small SUV,7.0,22.0,30.0,25.0,5,No,18
JEEP Compass,2.4,4,Man-6,2WD,Gasoline,CA,small SUV,3.0,23.0,32.0,26.0,5,No,18
JEEP Compass,2.4,4,Man-6,2WD,Gasoline,FA,small SUV,3.0,23.0,32.0,26.0,5,No,18
JEEP Compass,2.4,4,Man-6,4WD,Gasoline,CA,small SUV,3.0,22.0,31.0,25.0,5,No,18
JEEP Compass,2.4,4,Man-6,4WD,Gasoline,FA,small SUV,3.0,22.0,31.0,25.0,5,No,18
JEEP Grand Cherokee,3.6,6,Auto-8,2WD,Gasoline,CA,standard SUV,5.0,19.0,26.0,21.0,4,No,18
JEEP Grand Cherokee,3.6,6,Auto-8,2WD,Gasoline,FA,standard SUV,5.0,19.0,26.0,21.0,4,No,18
JEEP Grand Cherokee,3.6,6,Auto-8,4WD,Gasoline,CA,standard SUV,5.0,18.0,25.0,21.0,4,No,18
JEEP Grand Cherokee,3.6,6,Auto-8,4WD,Gasoline,FA,standard SUV,5.0,18.0,25.0,21.0,4,No,18
JEEP Grand Cherokee,5.7,8,Auto-8,4WD,Gasoline,CA,standard SUV,3.0,14.0,22.0,17.0,3,No,18
JEEP Grand Cherokee,5.7,8,Auto-8,4WD,Gasoline,FA,standard SUV,3.0,14.0,22.0,17.0,3,No,18
JEEP Grand Cherokee SRT,6.4,8,Auto-8,4WD,Gasoline,CA,standard SUV,1.0,13.0,19.0,15.0,2,No,18
JEEP Grand Cherokee SRT,6.4,8,Auto-8,4WD,Gasoline,FA,standard SUV,1.0,13.0,19.0,15.0,2,No,18
KIA Forte,2.0,4,Man-6,2WD,Gasoline,CA,midsize car,5.0,25.0,34.0,28.0,6,No,18
KIA Forte,2.0,4,Man-6,2WD,Gasoline,FA,midsize car,5.0,25.0,34.0,28.0,6,No,18
KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,29.0,37.0,32.0,7,Yes,18
KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,7.0,29.0,37.0,32.0,7,Yes,18
KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,5.0,29.0,37.0,32.0,7,Yes,18
KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,5.0,29.0,37.0,32.0,7,Yes,18
KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,25.0,33.0,28.0,6,No,18
KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,7.0,25.0,33.0,28.0,6,No,18
KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,3.0,25.0,33.0,28.0,6,No,18
KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,3.0,25.0,33.0,28.0,6,No,18
KIA Forte5,1.6,4,AutoMan-7,2WD,Gasoline,FA,large car,3.0,25.0,30.0,27.0,6,No,18
KIA Forte5,1.6,4,AutoMan-7,2WD,Gasoline,CA,large car,3.0,25.0,30.0,27.0,6,No,18
KIA Forte5,1.6,4,Man-6,2WD,Gasoline,FA,large car,3.0,23.0,29.0,25.0,5,No,18
KIA Forte5,1.6,4,Man-6,2WD,Gasoline,CA,large car,3.0,23.0,29.0,25.0,5,No,18
KIA Forte5,2.0,4,SemiAuto-6,2WD,Gasoline,FA,large car,3.0,25.0,34.0,28.0,6,No,18
KIA Forte5,2.0,4,SemiAuto-6,2WD,Gasoline,CA,large car,3.0,25.0,34.0,28.0,6,No,18
KIA Optima,1.6,4,AutoMan-7,2WD,Gasoline,FA,large car,3.0,28.0,37.0,31.0,7,Yes,18
KIA Optima,1.6,4,AutoMan-7,2WD,Gasoline,CA,large car,3.0,28.0,37.0,31.0,7,Yes,18
KIA Optima,2.0,4,SemiAuto-6,2WD,Gasoline,FA,large car,3.0,22.0,31.0,25.0,5,No,18
KIA Optima,2.0,4,SemiAuto-6,2WD,Gasoline,CA,large car,3.0,22.0,31.0,25.0,5,No,18
KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,CA,large car,7.0,24.0,34.0,28.0,6,No,18
KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,FA,large car,7.0,24.0,34.0,28.0,6,No,18
KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,CA,large car,5.0,24.0,34.0,28.0,6,No,18
KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,FA,large car,5.0,24.0,34.0,28.0,6,No,18
KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,CA,large car,7.0,25.0,36.0,29.0,6,No,18
KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,FA,large car,7.0,25.0,36.0,29.0,6,No,18
KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,CA,large car,5.0,25.0,36.0,29.0,6,No,18
KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,FA,large car,5.0,25.0,36.0,29.0,6,No,18
KIA Rio,1.6,4,Man-6,2WD,Gasoline,CA,small car,3.0,29.0,37.0,32.0,7,Yes,18
KIA Rio,1.6,4,Man-6,2WD,Gasoline,FA,small car,3.0,29.0,37.0,32.0,7,Yes,18
KIA Rio,1.6,4,SemiAuto-6,2WD,Gasoline,CA,small car,3.0,28.0,37.0,32.0,7,Yes,18
KIA Rio,1.6,4,SemiAuto-6,2WD,Gasoline,FA,small car,3.0,28.0,37.0,32.0,7,Yes,18
KIA Sedona,3.3,6,SemiAuto-6,2WD,Gasoline,FA,minivan,3.0,18.0,24.0,20.0,4,No,18
KIA Sedona,3.3,6,SemiAuto-6,2WD,Gasoline,CA,minivan,3.0,18.0,24.0,20.0,4,No,18
KIA Sedona SX,3.3,6,SemiAuto-6,2WD,Gasoline,FA,minivan,3.0,18.0,25.0,21.0,4,No,18
KIA Sedona SX,3.3,6,SemiAuto-6,2WD,Gasoline,CA,minivan,3.0,18.0,25.0,21.0,4,No,18
KIA Sedona SXL,3.3,6,SemiAuto-6,2WD,Gasoline,FA,minivan,3.0,17.0,22.0,19.0,3,No,18
KIA Sedona SXL,3.3,6,SemiAuto-6,2WD,Gasoline,CA,minivan,3.0,17.0,22.0,19.0,3,No,18
KIA Sorento,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,20.0,27.0,23.0,5,No,18
KIA Sorento,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,20.0,27.0,23.0,5,No,18
KIA Sorento,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,19.0,25.0,22.0,4,No,18
KIA Sorento,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,19.0,25.0,22.0,4,No,18
KIA Sorento,2.4,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,5.0,21.0,28.0,24.0,5,No,18
KIA Sorento,2.4,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,5.0,21.0,28.0,24.0,5,No,18
KIA Sorento,2.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,5.0,21.0,25.0,22.0,4,No,18
KIA Sorento,2.4,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,5.0,21.0,25.0,22.0,4,No,18
KIA Sorento,3.3,6,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,18.0,25.0,20.0,4,No,18
KIA Sorento,3.3,6,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,18.0,25.0,20.0,4,No,18
KIA Sorento,3.3,6,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,17.0,23.0,19.0,3,No,18
KIA Sorento,3.3,6,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,17.0,23.0,19.0,3,No,18
KIA Sorento FE,3.3,6,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,18.0,25.0,21.0,4,No,18
KIA Sorento FE,3.3,6,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,18.0,25.0,21.0,4,No,18
KIA Soul,1.6,4,AutoMan-7,2WD,Gasoline,FA,station wagon,3.0,26.0,31.0,28.0,6,No,18
KIA Soul,1.6,4,AutoMan-7,2WD,Gasoline,CA,station wagon,3.0,26.0,31.0,28.0,6,No,18
KIA Soul,1.6,4,Man-6,2WD,Gasoline,CA,station wagon,3.0,24.0,30.0,27.0,6,No,18
KIA Soul,1.6,4,Man-6,2WD,Gasoline,FA,station wagon,3.0,24.0,30.0,27.0,6,No,18
KIA Soul,1.6,4,SemiAuto-6,2WD,Gasoline,CA,station wagon,3.0,25.0,30.0,27.0,6,No,18
KIA Soul,1.6,4,SemiAuto-6,2WD,Gasoline,FA,station wagon,3.0,25.0,30.0,27.0,6,No,18
KIA Soul,2.0,4,SemiAuto-6,2WD,Gasoline,CA,station wagon,7.0,25.0,30.0,27.0,6,No,18
KIA Soul,2.0,4,SemiAuto-6,2WD,Gasoline,FA,station wagon,7.0,25.0,30.0,27.0,6,No,18
KIA Soul,2.0,4,SemiAuto-6,2WD,Gasoline,CA,station wagon,5.0,25.0,30.0,27.0,6,No,18
KIA Soul,2.0,4,SemiAuto-6,2WD,Gasoline,FA,station wagon,5.0,25.0,30.0,27.0,6,No,18
KIA Sportage,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,21.0,26.0,23.0,5,No,18
KIA Sportage,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,21.0,26.0,23.0,5,No,18
KIA Sportage,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,20.0,23.0,21.0,4,No,18
KIA Sportage,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,20.0,23.0,21.0,4,No,18
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,7.0,22.0,29.0,25.0,5,No,18
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,7.0,22.0,29.0,25.0,5,No,18
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,5.0,22.0,29.0,25.0,5,No,18
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,5.0,22.0,29.0,25.0,5,No,18
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,7.0,21.0,25.0,23.0,5,No,18
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,7.0,21.0,25.0,23.0,5,No,18
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,5.0,21.0,25.0,23.0,5,No,18
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,5.0,21.0,25.0,23.0,5,No,18
KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,7.0,23.0,30.0,26.0,5,No,18
KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,7.0,23.0,30.0,26.0,5,No,18
KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,5.0,23.0,30.0,26.0,5,No,18
KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,5.0,23.0,30.0,26.0,5,No,18
KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,7.0,21.0,25.0,22.0,4,No,18
KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,7.0,21.0,25.0,22.0,4,No,18
KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,5.0,21.0,25.0,22.0,4,No,18
KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,5.0,21.0,25.0,22.0,4,No,18
LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,CA,small car,1.0,10.0,17.0,12.0,1,No,18
LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,FA,small car,1.0,10.0,17.0,12.0,1,No,18
LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,CA,small car,1.0,10.0,16.0,12.0,1,No,18
LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,FA,small car,1.0,10.0,16.0,12.0,1,No,18
LAMBORGHINI Aventador S Coupe,6.5,12,AMS-7,4WD,Gasoline,CA,small car,1.0,10.0,17.0,12.0,1,No,18
LAMBORGHINI Aventador S Coupe,6.5,12,AMS-7,4WD,Gasoline,FA,small car,1.0,10.0,17.0,12.0,1,No,18
LAMBORGHINI Aventador S Roadster,6.5,12,AMS-7,4WD,Gasoline,CA,small car,1.0,10.0,16.0,12.0,1,No,18
LAMBORGHINI Aventador S Roadster,6.5,12,AMS-7,4WD,Gasoline,FA,small car,1.0,10.0,16.0,12.0,1,No,18
LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Diesel,CA,small SUV,1.0,26.0,30.0,28.0,5,No,18
LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Diesel,FA,small SUV,1.0,26.0,30.0,28.0,5,No,18
LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small SUV,7.0,21.0,27.0,23.0,5,No,18
LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Gasoline,FA,small SUV,7.0,21.0,27.0,23.0,5,No,18
LAND ROVER Range Rover Velar,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small SUV,7.0,18.0,24.0,20.0,4,No,18
LAND ROVER Range Rover Velar,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small SUV,7.0,18.0,24.0,20.0,4,No,18
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,FA,standard SUV,3.0,15.0,18.0,16.0,2,No,18
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,CA,standard SUV,3.0,15.0,18.0,16.0,2,No,18
LEXUS LC 500,5.0,8,SemiAuto-10,2WD,Gasoline,CA,small car,5.0,16.0,26.0,19.0,3,No,18
LEXUS LC 500,5.0,8,SemiAuto-10,2WD,Gasoline,FA,small car,5.0,16.0,26.0,19.0,3,No,18
LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,CA,small car,7.0,26.0,35.0,30.0,7,Yes,18
LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,FA,small car,7.0,26.0,35.0,30.0,7,Yes,18
LEXUS LX 570,5.7,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,13.0,18.0,15.0,2,No,18
LEXUS LX 570,5.7,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,13.0,18.0,15.0,2,No,18
LINCOLN Continental,2.7,6,SemiAuto-6,2WD,Gasoline,CA,large car,5.0,18.0,27.0,21.0,4,No,18
LINCOLN Continental,2.7,6,SemiAuto-6,2WD,Gasoline,FA,large car,5.0,18.0,27.0,21.0,4,No,18
LINCOLN Continental,2.7,6,SemiAuto-6,4WD,Gasoline,CA,large car,5.0,17.0,25.0,20.0,4,No,18
LINCOLN Continental,2.7,6,SemiAuto-6,4WD,Gasoline,FA,large car,5.0,17.0,25.0,20.0,4,No,18
LINCOLN Continental,3.0,6,SemiAuto-6,4WD,Gasoline,CA,large car,5.0,16.0,24.0,19.0,3,No,18
LINCOLN Continental,3.0,6,SemiAuto-6,4WD,Gasoline,FA,large car,5.0,16.0,24.0,19.0,3,No,18
LINCOLN Continental,3.7,6,SemiAuto-6,2WD,Gasoline,CA,large car,3.0,17.0,26.0,20.0,4,No,18
LINCOLN Continental,3.7,6,SemiAuto-6,2WD,Gasoline,FA,large car,3.0,17.0,26.0,20.0,4,No,18
LINCOLN Continental,3.7,6,SemiAuto-6,4WD,Gasoline,CA,large car,3.0,16.0,24.0,19.0,3,No,18
LINCOLN Continental,3.7,6,SemiAuto-6,4WD,Gasoline,FA,large car,3.0,16.0,24.0,19.0,3,No,18
LINCOLN MKT,3.5,6,SemiAuto-6,4WD,Gasoline,FA,standard SUV,3.0,15.0,21.0,17.0,3,No,18
LINCOLN MKT,3.5,6,SemiAuto-6,4WD,Gasoline,CA,standard SUV,3.0,15.0,21.0,17.0,3,No,18
LINCOLN MKT,3.7,6,SemiAuto-6,2WD,Gasoline,FA,standard SUV,3.0,16.0,24.0,19.0,3,No,18
LINCOLN MKT,3.7,6,SemiAuto-6,2WD,Gasoline,CA,standard SUV,3.0,16.0,24.0,19.0,3,No,18
LINCOLN MKT Livery,3.7,6,Auto-6,4WD,Gasoline,FA,special purpose,3.0,16.0,23.0,18.0,3,No,18
LINCOLN MKT Livery,3.7,6,Auto-6,4WD,Gasoline,CA,special purpose,3.0,16.0,23.0,18.0,3,No,18
MASERATI Ghibli,3.0,6,Auto-8,2WD,Gasoline,CA,midsize car,1.0,17.0,24.0,19.0,3,No,18
MASERATI Ghibli,3.0,6,Auto-8,2WD,Gasoline,FA,midsize car,1.0,17.0,24.0,19.0,3,No,18
MASERATI Ghibli S,3.0,6,Auto-8,2WD,Gasoline,CA,midsize car,1.0,16.0,24.0,19.0,3,No,18
MASERATI Ghibli S,3.0,6,Auto-8,2WD,Gasoline,FA,midsize car,1.0,16.0,24.0,19.0,3,No,18
MASERATI Ghibli S Q4,3.0,6,Auto-8,4WD,Gasoline,CA,midsize car,1.0,16.0,24.0,19.0,3,No,18
MASERATI Ghibli S Q4,3.0,6,Auto-8,4WD,Gasoline,FA,midsize car,1.0,16.0,24.0,19.0,3,No,18
MASERATI Granturismo,4.7,8,Auto-6,2WD,Gasoline,CA,small car,1.0,13.0,21.0,16.0,2,No,18
MASERATI Granturismo,4.7,8,Auto-6,2WD,Gasoline,FA,small car,1.0,13.0,21.0,16.0,2,No,18
MASERATI Granturismo Convertible,4.7,8,Auto-6,2WD,Gasoline,CA,small car,1.0,13.0,20.0,15.0,2,No,18
MASERATI Granturismo Convertible,4.7,8,Auto-6,2WD,Gasoline,FA,small car,1.0,13.0,20.0,15.0,2,No,18
MASERATI Levante,3.0,8,Auto-8,4WD,Gasoline,CA,standard SUV,1.0,14.0,20.0,16.0,2,No,18
MASERATI Levante,3.0,8,Auto-8,4WD,Gasoline,FA,standard SUV,1.0,14.0,20.0,16.0,2,No,18
MASERATI Levante S,3.0,8,Auto-8,4WD,Gasoline,CA,standard SUV,1.0,14.0,19.0,16.0,2,No,18
MASERATI Levante S,3.0,8,Auto-8,4WD,Gasoline,FA,standard SUV,1.0,14.0,19.0,16.0,2,No,18
MASERATI Quattroporte S,3.0,6,Auto-8,2WD,Gasoline,CA,large car,1.0,16.0,23.0,18.0,3,No,18
MASERATI Quattroporte S,3.0,6,Auto-8,2WD,Gasoline,FA,large car,1.0,16.0,23.0,18.0,3,No,18
MASERATI Quattroporte S Q4,3.0,6,Auto-8,4WD,Gasoline,CA,large car,1.0,16.0,23.0,18.0,3,No,18
MASERATI Quattroporte S Q4,3.0,6,Auto-8,4WD,Gasoline,FA,large car,1.0,16.0,23.0,18.0,3,No,18
MASERATI Quattroporte V8,3.8,8,Auto-8,2WD,Gasoline,FA,large car,1.0,15.0,22.0,17.0,3,No,18
MAZDA 3,2.0,4,Man-6,2WD,Gasoline,CA,midsize car,7.0,27.0,37.0,31.0,7,Yes,18
MAZDA 3,2.0,4,Man-6,2WD,Gasoline,CA,small car,7.0,28.0,38.0,31.0,7,Yes,18
MAZDA 3,2.0,4,Man-6,2WD,Gasoline,FA,midsize car,7.0,27.0,37.0,31.0,7,Yes,18
MAZDA 3,2.0,4,Man-6,2WD,Gasoline,FA,small car,7.0,28.0,38.0,31.0,7,Yes,18
MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,28.0,37.0,32.0,7,Yes,18
MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,28.0,37.0,31.0,7,Yes,18
MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,7.0,28.0,37.0,32.0,7,Yes,18
MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small car,7.0,28.0,37.0,31.0,7,Yes,18
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,26.0,35.0,30.0,7,Yes,18
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,27.0,36.0,30.0,7,Yes,18
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,7.0,26.0,35.0,30.0,7,Yes,18
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,small car,7.0,27.0,36.0,30.0,7,Yes,18
MAZDA CX-3,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,3.0,29.0,34.0,31.0,7,Yes,18
MAZDA CX-3,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small car,3.0,29.0,34.0,31.0,7,Yes,18
MAZDA CX-3,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small car,3.0,27.0,32.0,29.0,6,No,18
MAZDA CX-3,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small car,3.0,27.0,32.0,29.0,6,No,18
MAZDA CX-9,2.5,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,22.0,28.0,24.0,5,No,18
MAZDA CX-9,2.5,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,22.0,28.0,24.0,5,No,18
MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,20.0,26.0,23.0,5,No,18
MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,20.0,26.0,23.0,5,No,18
MERCEDES-BENZ AMG C43 4Matic,3.0,6,Auto-9,4WD,Gasoline,FA,small car,5.0,19.0,26.0,22.0,4,No,18
MERCEDES-BENZ AMG C43 4Matic,3.0,6,Auto-9,4WD,Gasoline,FA,small car,5.0,20.0,27.0,22.0,4,No,18
MERCEDES-BENZ AMG C43 4Matic,3.0,6,Auto-9,4WD,Gasoline,FA,small car,5.0,20.0,27.0,23.0,5,No,18
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5.0,17.0,22.0,19.0,3,No,18
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5.0,17.0,23.0,19.0,3,No,18
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5.0,18.0,24.0,20.0,4,No,18
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,FA,small car,5.0,17.0,22.0,19.0,3,No,18
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,FA,small car,5.0,17.0,23.0,19.0,3,No,18
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,FA,small car,5.0,18.0,24.0,20.0,4,No,18
MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5.0,17.0,22.0,19.0,3,No,18
MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5.0,17.0,23.0,19.0,3,No,18
MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5.0,18.0,24.0,20.0,4,No,18
MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,FA,small car,5.0,17.0,22.0,19.0,3,No,18
MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,FA,small car,5.0,17.0,23.0,19.0,3,No,18
MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,FA,small car,5.0,18.0,24.0,20.0,4,No,18
MERCEDES-BENZ AMG CLA45 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,CA,small car,3.0,23.0,30.0,26.0,5,No,18
MERCEDES-BENZ AMG CLA45 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,FA,small car,3.0,23.0,30.0,26.0,5,No,18
MERCEDES-BENZ AMG CLS63 4Matic,5.5,8,Auto-7,4WD,Gasoline,FA,small car,1.0,16.0,22.0,18.0,3,No,18
MERCEDES-BENZ AMG CLS63 4Matic,5.5,8,Auto-7,4WD,Gasoline,CA,small car,3.0,16.0,22.0,18.0,3,No,18
MERCEDES-BENZ AMG E43 4Matic,3.0,6,Auto-9,4WD,Gasoline,FA,midsize car,5.0,19.0,25.0,21.0,4,No,18
MERCEDES-BENZ AMG E63 S 4Matic,4.0,8,Auto-9,4WD,Gasoline,CA,midsize car,5.0,15.0,22.0,18.0,3,No,18
MERCEDES-BENZ AMG E63 S 4Matic,4.0,8,Auto-9,4WD,Gasoline,CA,station wagon,5.0,16.0,22.0,18.0,3,No,18
MERCEDES-BENZ AMG E63 S 4Matic,4.0,8,Auto-9,4WD,Gasoline,FA,midsize car,5.0,15.0,22.0,18.0,3,No,18
MERCEDES-BENZ AMG E63 S 4Matic,4.0,8,Auto-9,4WD,Gasoline,FA,station wagon,5.0,16.0,22.0,18.0,3,No,18
MERCEDES-BENZ AMG GLA45 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,CA,station wagon,3.0,22.0,28.0,25.0,5,No,18
MERCEDES-BENZ AMG GLA45 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,FA,station wagon,3.0,22.0,28.0,25.0,5,No,18
MERCEDES-BENZ AMG GLC43 4Matic,3.0,6,Auto-9,4WD,Gasoline,FA,small SUV,5.0,18.0,24.0,20.0,4,No,18
MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6,Auto-9,4WD,Gasoline,CA,standard SUV,3.0,17.0,22.0,19.0,3,No,18
MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6,Auto-9,4WD,Gasoline,CA,standard SUV,3.0,17.0,23.0,19.0,3,No,18
MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6,Auto-9,4WD,Gasoline,FA,standard SUV,3.0,17.0,22.0,19.0,3,No,18
MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6,Auto-9,4WD,Gasoline,FA,standard SUV,3.0,17.0,23.0,19.0,3,No,18
MERCEDES-BENZ AMG GLE63,5.5,8,Auto-7,4WD,Gasoline,CA,standard SUV,3.0,14.0,18.0,15.0,2,No,18
MERCEDES-BENZ AMG GLE63,5.5,8,Auto-7,4WD,Gasoline,FA,standard SUV,3.0,14.0,18.0,15.0,2,No,18
MERCEDES-BENZ AMG GLE63 S,5.5,8,Auto-7,4WD,Gasoline,CA,standard SUV,3.0,14.0,18.0,15.0,2,No,18
MERCEDES-BENZ AMG GLE63 S,5.5,8,Auto-7,4WD,Gasoline,FA,standard SUV,3.0,14.0,18.0,15.0,2,No,18
