model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,file_name
BMW X3,3.0,6,Auto-S6,4WD,Gasoline,FA,SUV,6.0,19.0,26.0,22.0,6,no,08
BMW X5,3.0,6,Auto-S6,4WD,Gasoline,CA,SUV,7.0,17.0,23.0,19.0,5,no,08
BMW X5,4.8,8,Auto-S6,4WD,Gasoline,CA,SUV,7.0,15.0,21.0,17.0,4,no,08
BMW X5,3.0,6,Auto-S6,4WD,Gasoline,FA,SUV,6.0,17.0,23.0,19.0,5,no,08
BMW X5,4.8,8,Auto-S6,4WD,Gasoline,FA,SUV,3.0,15.0,21.0,17.0,4,no,08
BMW Z4,3.0,6,Man-6,2WD,Gasoline,CA,small car,7.0,20.0,30.0,24.0,7,yes,08
BMW Z4,3.0,6,Auto-S6,2WD,Gasoline,CA,small car,7.0,23.0,31.0,25.0,7,yes,08
BMW Z4,3.0,6,Man-6,2WD,Gasoline,FA,small car,6.0,20.0,30.0,24.0,7,yes,08
BMW Z4,3.0,6,Auto-S6,2WD,Gasoline,FA,small car,6.0,23.0,31.0,25.0,7,yes,08
BMW Z4 Coupe,3.0,6,Man-6,2WD,Gasoline,CA,small car,7.0,20.0,30.0,24.0,7,yes,08
BMW Z4 Coupe,3.0,6,Auto-S6,2WD,Gasoline,CA,small car,7.0,23.0,31.0,25.0,7,yes,08
BMW Z4 Coupe,3.0,6,Man-6,2WD,Gasoline,FA,small car,6.0,20.0,30.0,24.0,7,yes,08
BMW Z4 Coupe,3.0,6,Auto-S6,2WD,Gasoline,FA,small car,6.0,23.0,31.0,25.0,7,yes,08
BUGATTI Veyron,8.0,16,Auto-S6,4WD,Gasoline,FA,small car,6.0,8.0,14.0,10.0,0,no,08
BUGATTI Veyron,8.0,16,Auto-S6,4WD,Gasoline,CA,small car,6.0,8.0,14.0,10.0,0,no,08
BUICK Allure,3.8,6,Auto-L4,2WD,Gasoline,CA,midsize car,9.5,17.0,28.0,21.0,6,yes,08
BUICK Allure,3.6,6,Auto-L4,2WD,Gasoline,FA,midsize car,6.0,17.0,25.0,20.0,6,no,08
BUICK Allure,3.6,6,Auto-L4,2WD,Gasoline,CA,midsize car,6.0,17.0,25.0,20.0,6,no,08
BUICK Allure,3.8,6,Auto-L4,2WD,Gasoline,FA,midsize car,6.0,17.0,28.0,21.0,6,no,08
BUICK Allure,5.3,8,Auto-L4,2WD,Gasoline,FA,midsize car,6.0,16.0,25.0,19.0,5,no,08
BUICK Allure,5.3,8,Auto-L4,2WD,Gasoline,CA,midsize car,6.0,16.0,25.0,19.0,5,no,08
BUICK Enclave,3.6,6,Auto-L6,2WD,Gasoline,FA,SUV,6.0,16.0,24.0,19.0,5,no,08
BUICK Enclave,3.6,6,Auto-L6,4WD,Gasoline,FA,SUV,6.0,16.0,22.0,18.0,5,no,08
BUICK Enclave,3.6,6,Auto-L6,2WD,Gasoline,CA,SUV,6.0,16.0,24.0,19.0,5,no,08
BUICK Enclave,3.6,6,Auto-L6,4WD,Gasoline,CA,SUV,6.0,16.0,22.0,18.0,5,no,08
BUICK LaCrosse,3.8,6,Auto-L4,2WD,Gasoline,CA,midsize car,9.5,17.0,28.0,21.0,6,yes,08
BUICK LaCrosse,3.6,6,Auto-L4,2WD,Gasoline,FA,midsize car,6.0,17.0,25.0,20.0,6,no,08
BUICK LaCrosse,3.6,6,Auto-L4,2WD,Gasoline,CA,midsize car,6.0,17.0,25.0,20.0,6,no,08
BUICK LaCrosse,3.8,6,Auto-L4,2WD,Gasoline,FA,midsize car,6.0,17.0,28.0,21.0,6,no,08
BUICK LaCrosse,5.3,8,Auto-L4,2WD,Gasoline,FA,midsize car,6.0,16.0,25.0,19.0,5,no,08
BUICK LaCrosse,5.3,8,Auto-L4,2WD,Gasoline,CA,midsize car,6.0,16.0,25.0,19.0,5,no,08
BUICK Lucerne,3.8,6,Auto-L4,2WD,Gasoline,CA,large car,9.5,16.0,25.0,19.0,5,no,08
BUICK Lucerne,4.6,8,Auto-L4,2WD,Gasoline,FC,large car,7.0,15.0,22.0,18.0,5,no,08
BUICK Lucerne,4.6,8,Auto-L4,2WD,Gasoline,FC,large car,7.0,15.0,23.0,18.0,5,no,08
BUICK Lucerne,3.8,6,Auto-L4,2WD,Gasoline,FA,large car,6.0,16.0,25.0,19.0,5,no,08
BUICK Lucerne,4.6,8,Auto-L4,2WD,Gasoline,FA,large car,6.0,15.0,22.0,18.0,5,no,08
BUICK Lucerne,4.6,8,Auto-L4,2WD,Gasoline,FA,large car,6.0,15.0,23.0,18.0,5,no,08
BUICK Terraza,3.9,6,Auto-L4,2WD,Gasoline,FA,minivan,6.0,16.0,23.0,19.0,5,no,08
BUICK Terraza,3.9,6,Auto-L4,2WD,Gasoline,CA,minivan,6.0,16.0,23.0,19.0,5,no,08
CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,FA,midsize car,6.0,16.0,25.0,19.0,5,no,08
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,FA,midsize car,6.0,17.0,25.0,20.0,6,no,08
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,FA,midsize car,6.0,17.0,26.0,20.0,6,no,08
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,FA,midsize car,6.0,17.0,26.0,20.0,6,no,08
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,FA,midsize car,6.0,18.0,26.0,21.0,6,no,08
CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,CA,midsize car,6.0,16.0,25.0,19.0,5,no,08
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,CA,midsize car,6.0,17.0,25.0,20.0,6,no,08
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,CA,midsize car,6.0,17.0,26.0,20.0,6,no,08
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,CA,midsize car,6.0,17.0,26.0,20.0,6,no,08
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,CA,midsize car,6.0,18.0,26.0,21.0,6,no,08
CADILLAC DTS,4.6,8,Auto-L4,2WD,Gasoline,FC,large car,7.0,15.0,22.0,18.0,5,no,08
CADILLAC DTS,4.6,8,Auto-L4,2WD,Gasoline,FC,large car,7.0,15.0,23.0,18.0,5,no,08
CADILLAC DTS,4.6,8,Auto-L4,2WD,Gasoline,FA,large car,6.0,15.0,22.0,18.0,5,no,08
CADILLAC DTS,4.6,8,Auto-L4,2WD,Gasoline,FA,large car,6.0,15.0,23.0,18.0,5,no,08
CADILLAC Escalade,6.2,8,Auto-L6,2WD,Gasoline,FA,SUV,6.0,12.0,19.0,14.0,2,no,08
CADILLAC Escalade,6.2,8,Auto-L6,4WD,Gasoline,FA,SUV,6.0,12.0,18.0,14.0,2,no,08
CADILLAC Escalade,6.2,8,Auto-L6,2WD,Gasoline,CA,SUV,6.0,12.0,19.0,14.0,2,no,08
CADILLAC Escalade,6.2,8,Auto-L6,4WD,Gasoline,CA,SUV,6.0,12.0,18.0,14.0,2,no,08
CADILLAC Limousine,4.6,8,Auto-L4,2WD,Gasoline,FC,large car,7.0,13.0,18.0,15.0,3,no,08
CADILLAC Limousine,4.6,8,Auto-L4,2WD,Gasoline,FA,large car,6.0,13.0,18.0,15.0,3,no,08
CADILLAC SRX,3.6,6,Auto-S5,2WD,Gasoline,FA,SUV,6.0,15.0,22.0,17.0,4,no,08
CADILLAC SRX,3.6,6,Auto-S5,4WD,Gasoline,FA,SUV,6.0,14.0,22.0,17.0,4,no,08
CADILLAC SRX,3.6,6,Auto-S5,2WD,Gasoline,CA,SUV,6.0,15.0,22.0,17.0,4,no,08
CADILLAC SRX,3.6,6,Auto-S5,4WD,Gasoline,CA,SUV,6.0,14.0,22.0,17.0,4,no,08
CADILLAC SRX,4.6,8,Auto-S6,2WD,Gasoline,FA,SUV,6.0,13.0,20.0,16.0,4,no,08
CADILLAC SRX,4.6,8,Auto-S6,4WD,Gasoline,FA,SUV,6.0,13.0,20.0,15.0,3,no,08
CADILLAC SRX,4.6,8,Auto-S6,2WD,Gasoline,CA,SUV,6.0,13.0,20.0,16.0,4,no,08
CADILLAC SRX,4.6,8,Auto-S6,4WD,Gasoline,CA,SUV,6.0,13.0,20.0,15.0,3,no,08
CADILLAC STS,3.6,6,Auto-S6,4WD,Gasoline,FA,midsize car,6.0,17.0,26.0,20.0,6,no,08
CADILLAC STS,3.6,6,Auto-S6,2WD,Gasoline,FA,midsize car,6.0,17.0,26.0,20.0,6,no,08
CADILLAC STS,3.6,6,Auto-S6,4WD,Gasoline,CA,midsize car,6.0,17.0,26.0,20.0,6,no,08
CADILLAC STS,3.6,6,Auto-S6,2WD,Gasoline,CA,midsize car,6.0,17.0,26.0,20.0,6,no,08
CADILLAC STS,4.4,8,Auto-S6,2WD,Gasoline,FA,midsize car,6.0,13.0,19.0,15.0,3,no,08
CADILLAC STS,4.4,8,Auto-S6,2WD,Gasoline,CA,midsize car,6.0,13.0,19.0,15.0,3,no,08
CADILLAC STS,4.6,8,Auto-S6,4WD,Gasoline,FA,midsize car,6.0,14.0,21.0,16.0,4,no,08
CADILLAC STS,4.6,8,Auto-S6,2WD,Gasoline,FA,midsize car,6.0,15.0,24.0,18.0,5,no,08
CADILLAC STS,4.6,8,Auto-S6,4WD,Gasoline,CA,midsize car,6.0,14.0,21.0,16.0,4,no,08
CADILLAC STS,4.6,8,Auto-S6,2WD,Gasoline,CA,midsize car,6.0,15.0,24.0,18.0,5,no,08
CADILLAC XLR,4.4,8,Auto-S6,2WD,Gasoline,FA,small car,6.0,14.0,21.0,16.0,4,no,08
CADILLAC XLR,4.4,8,Auto-S6,2WD,Gasoline,CA,small car,6.0,14.0,21.0,16.0,4,no,08
CADILLAC XLR,4.6,8,Auto-S6,2WD,Gasoline,FA,small car,6.0,15.0,24.0,18.0,5,no,08
CADILLAC XLR,4.6,8,Auto-S6,2WD,Gasoline,CA,small car,6.0,15.0,24.0,18.0,5,no,08
CHEVROLET Avalanche 1500,5.3,8,Auto-L4,2WD,Gasoline,FC,SUV,7.0,14.0,20.0,16.0,4,no,08
CHEVROLET Avalanche 1500,6.0,8,Auto-L4,2WD,Gasoline,FC,SUV,7.0,12.0,17.0,14.0,2,no,08
CHEVROLET Avalanche 1500,6.0,8,Auto-L4,4WD,Gasoline,FC,SUV,7.0,12.0,17.0,14.0,2,no,08
CHEVROLET Avalanche 1500,6.0,8,Auto-L4,2WD,Gasoline,FA,SUV,6.0,12.0,17.0,14.0,2,no,08
CHEVROLET Avalanche 1500,6.0,8,Auto-L4,4WD,Gasoline,FA,SUV,6.0,12.0,17.0,14.0,2,no,08
CHEVROLET Avalanche 1500,5.3,8,Auto-L4,2WD,Gasoline,FA,SUV,3.0,14.0,20.0,16.0,4,no,08
CHEVROLET Aveo,1.6,4,Auto-4,2WD,Gasoline,FC,small car,7.0,23.0,32.0,26.0,8,yes,08
CHEVROLET Aveo,1.6,4,Man-5,2WD,Gasoline,FC,small car,7.0,24.0,34.0,27.0,8,yes,08
CHEVROLET Aveo,1.6,4,Auto-4,2WD,Gasoline,FC,small car,6.0,23.0,32.0,26.0,8,yes,08
CHEVROLET Aveo,1.6,4,Man-5,2WD,Gasoline,FC,small car,6.0,24.0,34.0,27.0,8,yes,08
CHEVROLET Aveo 5,1.6,4,Auto-4,2WD,Gasoline,FC,small car,7.0,23.0,32.0,26.0,8,yes,08
CHEVROLET Aveo 5,1.6,4,Man-5,2WD,Gasoline,FC,small car,7.0,24.0,34.0,27.0,8,yes,08
CHEVROLET Aveo 5,1.6,4,Auto-4,2WD,Gasoline,FC,small car,6.0,23.0,32.0,26.0,8,yes,08
CHEVROLET Aveo 5,1.6,4,Man-5,2WD,Gasoline,FC,small car,6.0,24.0,34.0,27.0,8,yes,08
CHEVROLET Classic,3.5,6,Auto-L4,2WD,Gasoline,CA,midsize car,7.0,18.0,28.0,22.0,6,yes,08
CHEVROLET Classic,2.2,4,Auto-L4,2WD,Gasoline,FA,midsize car,6.0,21.0,31.0,25.0,7,yes,08
CHEVROLET Classic,2.2,4,Auto-L4,2WD,Gasoline,CA,midsize car,6.0,21.0,31.0,25.0,7,yes,08
CHEVROLET Classic,3.5,6,Auto-L4,2WD,Gasoline,FA,midsize car,6.0,18.0,28.0,22.0,6,no,08
CHEVROLET Cobalt,2.2,4,Auto-L4,2WD,Gasoline,CA,small car,9.5,22.0,31.0,26.0,8,yes,08
CHEVROLET Cobalt,2.2,4,Man-5,2WD,Gasoline,CA,small car,9.5,24.0,33.0,27.0,8,yes,08
CHEVROLET Cobalt,2.2,4,Auto-L4,2WD,Gasoline,FA,small car,6.0,22.0,31.0,26.0,8,yes,08
CHEVROLET Cobalt,2.2,4,Man-5,2WD,Gasoline,FA,small car,6.0,24.0,33.0,27.0,8,yes,08
CHEVROLET Cobalt,2.2,4,Auto-L4,2WD,Gasoline,CA,small car,6.0,22.0,31.0,26.0,8,yes,08
CHEVROLET Cobalt,2.2,4,Man-5,2WD,Gasoline,CA,small car,6.0,24.0,33.0,27.0,8,yes,08
CHEVROLET Cobalt,2.4,4,Auto-L4,2WD,Gasoline,FA,small car,6.0,22.0,31.0,25.0,7,yes,08
CHEVROLET Cobalt,2.4,4,Man-5,2WD,Gasoline,FA,small car,6.0,22.0,32.0,26.0,8,yes,08
CHEVROLET Cobalt,2.4,4,Auto-L4,2WD,Gasoline,CA,small car,6.0,22.0,31.0,25.0,7,yes,08
CHEVROLET Cobalt,2.4,4,Man-5,2WD,Gasoline,CA,small car,6.0,22.0,32.0,26.0,8,yes,08
CHEVROLET Colorado,2.9,4,Man-5,2WD,Gasoline,FC,pickup,7.0,18.0,24.0,20.0,6,yes,08
CHEVROLET Colorado,2.9,4,Auto-L4,2WD,Gasoline,FC,pickup,7.0,18.0,24.0,20.0,6,yes,08
CHEVROLET Colorado,2.9,4,Man-5,4WD,Gasoline,FC,pickup,7.0,16.0,22.0,18.0,5,no,08
CHEVROLET Colorado,2.9,4,Auto-L4,4WD,Gasoline,FC,pickup,7.0,17.0,22.0,19.0,5,no,08
CHEVROLET Colorado,3.7,5,Auto-L4,2WD,Gasoline,FC,pickup,7.0,16.0,22.0,18.0,5,no,08
CHEVROLET Colorado,3.7,5,Auto-L4,4WD,Gasoline,FC,pickup,7.0,15.0,20.0,17.0,4,no,08
CHEVROLET Colorado,3.7,5,Auto-L4,4WD,Gasoline,FC,pickup,7.0,15.0,21.0,17.0,4,no,08
CHEVROLET Colorado,2.9,4,Man-5,2WD,Gasoline,FA,pickup,6.0,18.0,24.0,20.0,6,no,08
CHEVROLET Colorado,2.9,4,Auto-L4,2WD,Gasoline,FA,pickup,6.0,18.0,24.0,20.0,6,no,08
CHEVROLET Colorado,2.9,4,Man-5,4WD,Gasoline,FA,pickup,6.0,16.0,22.0,18.0,5,no,08
CHEVROLET Colorado,2.9,4,Auto-L4,4WD,Gasoline,FA,pickup,6.0,17.0,22.0,19.0,5,no,08
CHEVROLET Colorado,3.7,5,Auto-L4,2WD,Gasoline,FA,pickup,6.0,14.0,18.0,15.0,3,no,08
CHEVROLET Colorado,3.7,5,Auto-L4,2WD,Gasoline,FA,pickup,6.0,16.0,22.0,18.0,5,no,08
CHEVROLET Colorado,3.7,5,Auto-L4,4WD,Gasoline,FA,pickup,6.0,15.0,20.0,17.0,4,no,08
CHEVROLET Colorado,3.7,5,Auto-L4,4WD,Gasoline,FA,pickup,6.0,15.0,21.0,17.0,4,no,08
CHEVROLET Corvette,6.2,8,Auto-S6,2WD,Gasoline,FC,small car,7.0,15.0,25.0,18.0,5,no,08
CHEVROLET Corvette,6.2,8,Man-6,2WD,Gasoline,FC,small car,7.0,16.0,26.0,19.0,5,no,08
CHEVROLET Corvette,6.2,8,Auto-S6,2WD,Gasoline,FA,small car,6.0,15.0,25.0,18.0,5,no,08
CHEVROLET Corvette,6.2,8,Man-6,2WD,Gasoline,FA,small car,6.0,16.0,26.0,19.0,5,no,08
CHEVROLET Corvette,7.0,8,Man-6,2WD,Gasoline,FA,small car,6.0,15.0,24.0,18.0,5,no,08
CHEVROLET Corvette,7.0,8,Man-6,2WD,Gasoline,CA,small car,6.0,15.0,24.0,18.0,5,no,08
CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,CA,SUV,7.0,17.0,24.0,19.0,5,no,08
CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,CA,SUV,7.0,17.0,24.0,19.0,5,no,08
CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,FA,SUV,6.0,17.0,24.0,19.0,5,no,08
CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,FA,SUV,6.0,17.0,24.0,19.0,5,no,08
CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,FA,SUV,6.0,16.0,24.0,19.0,5,no,08
CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,FA,SUV,6.0,16.0,24.0,19.0,5,no,08
CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,CA,SUV,6.0,16.0,24.0,19.0,5,no,08
CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,CA,SUV,6.0,16.0,24.0,19.0,5,no,08
CHEVROLET Express 1500,5.3,8,Auto-L4,4WD,Gasoline,FA,van,6.0,12.0,16.0,14.0,2,no,08
CHEVROLET Express 1500,5.3,8,Auto-L4,2WD,Gasoline,FA,van,6.0,12.0,16.0,14.0,2,no,08
CHEVROLET Express 1500,5.3,8,Auto-L4,4WD,Gasoline,CA,van,6.0,12.0,16.0,14.0,2,no,08
CHEVROLET Express 1500,5.3,8,Auto-L4,2WD,Gasoline,CA,van,6.0,12.0,16.0,14.0,2,no,08
CHEVROLET Express 2500,5.3,8,Auto-L4,2WD,Gasoline,FA,van,6.0,12.0,16.0,14.0,2,no,08
CHEVROLET Express 2500,5.3,8,Auto-L4,2WD,Gasoline,CA,van,6.0,12.0,16.0,14.0,2,no,08
CHEVROLET HHR,2.2,4,Man-5,2WD,Gasoline,CA,SUV,7.0,20.0,30.0,24.0,7,yes,08
CHEVROLET HHR,2.2,4,Man-5,2WD,Gasoline,CA,SUV,7.0,21.0,30.0,24.0,7,yes,08
CHEVROLET HHR,2.2,4,Auto-L4,2WD,Gasoline,CA,SUV,7.0,22.0,30.0,25.0,7,yes,08
CHEVROLET HHR,2.4,4,Man-5,2WD,Gasoline,CA,SUV,7.0,20.0,28.0,23.0,7,yes,08
CHEVROLET HHR,2.4,4,Man-5,2WD,Gasoline,CA,SUV,7.0,20.0,29.0,23.0,7,yes,08
CHEVROLET HHR,2.4,4,Auto-L4,2WD,Gasoline,CA,SUV,7.0,22.0,28.0,24.0,7,yes,08
CHEVROLET HHR,2.0,4,Auto-L4,2WD,Gasoline,FA,SUV,6.0,19.0,28.0,22.0,6,no,08
CHEVROLET HHR,2.0,4,Auto-L4,2WD,Gasoline,CA,SUV,6.0,19.0,28.0,22.0,6,no,08
CHEVROLET HHR,2.2,4,Man-5,2WD,Gasoline,FA,SUV,6.0,20.0,30.0,24.0,7,yes,08
CHEVROLET HHR,2.2,4,Man-5,2WD,Gasoline,FA,SUV,6.0,21.0,30.0,24.0,7,yes,08
CHEVROLET HHR,2.2,4,Auto-L4,2WD,Gasoline,FA,SUV,6.0,22.0,30.0,25.0,7,yes,08
CHEVROLET HHR,2.4,4,Man-5,2WD,Gasoline,FA,SUV,6.0,20.0,28.0,23.0,7,yes,08
CHEVROLET HHR,2.4,4,Man-5,2WD,Gasoline,FA,SUV,6.0,20.0,29.0,23.0,7,yes,08
CHEVROLET HHR,2.4,4,Auto-L4,2WD,Gasoline,FA,SUV,6.0,22.0,28.0,24.0,7,yes,08
CHEVROLET Impala,3.5,6,Auto-L4,2WD,Gasoline,CA,large car,9.5,18.0,29.0,22.0,6,yes,08
CHEVROLET Impala,3.5,6,Auto-L4,2WD,Gasoline,FA,large car,6.0,18.0,29.0,22.0,6,no,08
CHEVROLET Impala,5.3,8,Auto-L4,2WD,Gasoline,FA,large car,6.0,16.0,25.0,19.0,5,no,08
CHEVROLET Impala,5.3,8,Auto-L4,2WD,Gasoline,CA,large car,6.0,16.0,25.0,19.0,5,no,08
CHEVROLET Malibu,3.5,6,Auto-L4,2WD,Gasoline,CA,midsize car,7.0,18.0,29.0,22.0,6,yes,08
CHEVROLET Malibu,2.4,4,Auto-L4,2WD,Gasoline,FA,midsize car,6.0,22.0,30.0,25.0,7,yes,08
CHEVROLET Malibu,2.4,4,Auto-L4,2WD,Gasoline,CA,midsize car,6.0,22.0,30.0,25.0,7,yes,08
CHEVROLET Malibu,3.5,6,Auto-L4,2WD,Gasoline,FA,midsize car,6.0,18.0,29.0,22.0,6,no,08
CHEVROLET Malibu,3.6,6,Auto-S6,2WD,Gasoline,FA,midsize car,6.0,17.0,26.0,20.0,6,no,08
CHEVROLET Malibu,3.6,6,Auto-S6,2WD,Gasoline,CA,midsize car,6.0,17.0,26.0,20.0,6,no,08
CHEVROLET Malibu Hybrid,2.4,4,Auto-L4,2WD,Gasoline,FA,midsize car,6.0,24.0,32.0,27.0,8,yes,08
CHEVROLET Malibu Hybrid,2.4,4,Auto-L4,2WD,Gasoline,CA,midsize car,6.0,24.0,32.0,27.0,8,yes,08
CHEVROLET Silverado 15,4.8,8,Auto-L4,2WD,Gasoline,FC,pickup,7.0,14.0,19.0,16.0,4,no,08
CHEVROLET Silverado 15,4.8,8,Auto-L4,4WD,Gasoline,FC,pickup,7.0,14.0,18.0,16.0,4,no,08
CHEVROLET Silverado 15,5.3,8,Auto-L4,2WD,Gasoline,FC,pickup,7.0,15.0,20.0,17.0,4,no,08
CHEVROLET Silverado 15,5.3,8,Auto-L4,4WD,Gasoline,FC,pickup,7.0,14.0,19.0,16.0,4,no,08
CHEVROLET Silverado 15,6.0,8,Auto-L4,2WD,Gasoline,FC,pickup,7.0,13.0,18.0,15.0,3,no,08
CHEVROLET Silverado 15,6.0,8,Auto-L4,4WD,Gasoline,FC,pickup,7.0,13.0,17.0,14.0,2,no,08
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,FA,pickup,6.0,15.0,20.0,17.0,4,no,08
CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,FA,pickup,6.0,14.0,18.0,15.0,3,no,08
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,CA,pickup,6.0,15.0,20.0,17.0,4,no,08
CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,CA,pickup,6.0,14.0,18.0,15.0,3,no,08
CHEVROLET Silverado 15,4.8,8,Auto-L4,2WD,Gasoline,FA,pickup,6.0,14.0,19.0,16.0,4,no,08
CHEVROLET Silverado 15,4.8,8,Auto-L4,4WD,Gasoline,FA,pickup,6.0,14.0,18.0,16.0,4,no,08
CHEVROLET Silverado 15,6.0,8,Auto-L4,2WD,Gasoline,FA,pickup,6.0,13.0,18.0,15.0,3,no,08
CHEVROLET Silverado 15,6.0,8,Auto-L4,4WD,Gasoline,FA,pickup,6.0,13.0,17.0,14.0,2,no,08
CHEVROLET Silverado 15,5.3,8,Auto-L4,2WD,Gasoline,FA,pickup,3.0,15.0,20.0,17.0,4,no,08
CHEVROLET Silverado 15,5.3,8,Auto-L4,4WD,Gasoline,FA,pickup,3.0,14.0,19.0,16.0,4,no,08
CHEVROLET Suburban 1500,5.3,8,Auto-L4,2WD,Gasoline,FC,SUV,7.0,14.0,20.0,16.0,4,no,08
CHEVROLET Suburban 1500,6.0,8,Auto-L4,2WD,Gasoline,FC,SUV,7.0,12.0,17.0,14.0,2,no,08
CHEVROLET Suburban 1500,6.0,8,Auto-L4,4WD,Gasoline,FC,SUV,7.0,12.0,17.0,14.0,2,no,08
CHEVROLET Suburban 1500,6.0,8,Auto-L4,2WD,Gasoline,FA,SUV,6.0,12.0,17.0,14.0,2,no,08
CHEVROLET Suburban 1500,6.0,8,Auto-L4,4WD,Gasoline,FA,SUV,6.0,12.0,17.0,14.0,2,no,08
CHEVROLET Suburban 1500,5.3,8,Auto-L4,2WD,Gasoline,FA,SUV,3.0,14.0,20.0,16.0,4,no,08
CHEVROLET Tahoe 1500,5.3,8,Auto-L4,2WD,Gasoline,FC,SUV,7.0,14.0,20.0,16.0,4,no,08
CHEVROLET Tahoe 1500,4.8,8,Auto-L4,2WD,Gasoline,FA,SUV,6.0,14.0,19.0,16.0,4,no,08
CHEVROLET Tahoe 1500,6.2,8,Auto-L6,2WD,Gasoline,FA,SUV,6.0,12.0,19.0,14.0,2,no,08
CHEVROLET Tahoe 1500,6.2,8,Auto-L6,2WD,Gasoline,CA,SUV,6.0,12.0,19.0,14.0,2,no,08
CHEVROLET Tahoe 1500,5.3,8,Auto-L4,2WD,Gasoline,FA,SUV,3.0,14.0,20.0,16.0,4,no,08
CHEVROLET Tahoe 1500 Hybrid,6.0,8,Auto-AV,2WD,Gasoline,FA,SUV,6.0,21.0,22.0,21.0,6,no,08
CHEVROLET Tahoe 1500 Hybrid,6.0,8,Auto-AV,4WD,Gasoline,FA,SUV,6.0,20.0,20.0,20.0,6,no,08
CHEVROLET Tahoe 1500 Hybrid,6.0,8,Auto-AV,2WD,Gasoline,CA,SUV,6.0,21.0,22.0,21.0,6,no,08
CHEVROLET Tahoe 1500 Hybrid,6.0,8,Auto-AV,4WD,Gasoline,CA,SUV,6.0,20.0,20.0,20.0,6,no,08
CHEVROLET Trailblazer,4.2,6,Auto-L4,2WD,Gasoline,FC,SUV,7.0,14.0,20.0,16.0,4,no,08
CHEVROLET Trailblazer,4.2,6,Auto-L4,4WD,Gasoline,FC,SUV,7.0,14.0,20.0,16.0,4,no,08
CHEVROLET Trailblazer,4.2,6,Auto-L4,2WD,Gasoline,FA,SUV,6.0,14.0,20.0,16.0,4,no,08
CHEVROLET Trailblazer,4.2,6,Auto-L4,4WD,Gasoline,FA,SUV,6.0,14.0,20.0,16.0,4,no,08
CHEVROLET Trailblazer,5.3,8,Auto-L4,2WD,Gasoline,CA,SUV,6.0,14.0,20.0,17.0,4,no,08
CHEVROLET Trailblazer,5.3,8,Auto-L4,4WD,Gasoline,CA,SUV,6.0,13.0,19.0,16.0,4,no,08
CHEVROLET Trailblazer,6.0,8,Auto-L4,2WD,Gasoline,CA,SUV,6.0,12.0,16.0,14.0,2,no,08
CHEVROLET Trailblazer,6.0,8,Auto-L4,4WD,Gasoline,CA,SUV,6.0,12.0,16.0,13.0,1,no,08
CHEVROLET Trailblazer,5.3,8,Auto-L4,2WD,Gasoline,FA,SUV,3.0,14.0,20.0,17.0,4,no,08
CHEVROLET Trailblazer,5.3,8,Auto-L4,4WD,Gasoline,FA,SUV,3.0,13.0,19.0,16.0,4,no,08
CHEVROLET Trailblazer,6.0,8,Auto-L4,2WD,Gasoline,FA,SUV,3.0,12.0,16.0,14.0,2,no,08
CHEVROLET Trailblazer,6.0,8,Auto-L4,4WD,Gasoline,FA,SUV,3.0,12.0,16.0,13.0,1,no,08
CHEVROLET Uplander,3.9,6,Auto-L4,2WD,Gasoline,FA,minivan,6.0,16.0,23.0,19.0,5,no,08
CHEVROLET Uplander,3.9,6,Auto-L4,2WD,Gasoline,CA,minivan,6.0,16.0,23.0,19.0,5,no,08
CHEVROLET Van 1500,4.3,6,Auto-L4,2WD,Gasoline,FA,van,6.0,15.0,20.0,17.0,4,no,08
CHEVROLET Van 1500,4.3,6,Auto-L4,2WD,Gasoline,CA,van,6.0,15.0,20.0,17.0,4,no,08
CHEVROLET Van 1500,5.3,8,Auto-L4,4WD,Gasoline,FA,van,6.0,12.0,16.0,14.0,2,no,08
